Member_number,Date,itemDescription
4588,2014-07-28,"ham, flour, whipped/sour cream"
4588,2014-09-02,"other vegetables, detergent, mayonnaise, dishes"
4588,2015-04-30,"bottled beer, tropical fruit, newspapers, whole milk, soft cheese, hard cheese, white wine"
4588,2015-06-30,"rolls/buns, bottled beer"
4588,2015-11-08,"butter, coffee, pastry, bottled beer"
4589,2014-01-24,"pork, candy, yogurt"
4589,2014-11-09,"tropical fruit, whole milk"
4589,2015-07-10,"white bread, frozen vegetables, soda"
4589,2015-10-08,"sausage, white wine, whole milk, beverages, semi-finished bread, napkins"
4589,2015-12-08,"sausage, beverages"
4590,2014-08-19,"candy, soda"
4591,2014-07-11,"berries, sliced cheese"
4591,2015-05-15,"pastry, pip fruit, rolls/buns, yogurt"
4591,2015-06-13,"zwieback, onions, female sanitary products"
4592,2014-03-28,"tropical fruit, other vegetables"
4592,2014-06-20,"herbs, newspapers"
4592,2015-06-22,"whole milk, chocolate"
4592,2015-07-13,"citrus fruit, pastry, newspapers, chewing gum"
4592,2015-08-07,"domestic eggs, hamburger meat"
4592,2015-12-08,"citrus fruit, pork, canned fish, oil"
4593,2015-02-12,"frankfurter, other vegetables, cream cheese "
4593,2015-04-07,"other vegetables, pickled vegetables, hard cheese"
4593,2015-08-04,"margarine, rolls/buns"
4593,2015-08-18,"onions, whipped/sour cream"
4594,2014-05-28,"whole milk, soda, tea"
4594,2014-07-01,"other vegetables, tropical fruit"
4594,2014-07-13,"onions, canned fish"
4594,2014-11-28,"chocolate, rolls/buns"
4594,2014-12-24,"whole milk, bottled beer, frozen vegetables"
4594,2015-05-02,"whipped/sour cream, meat spreads"
4594,2015-06-23,"meat, pork, butter milk, cat food"
4595,2014-06-11,"white bread, salty snack"
4595,2015-08-07,"yogurt, frozen meals"
4596,2014-02-19,"soda, white wine"
4596,2014-04-22,"beverages, canned vegetables"
4596,2014-10-28,"hygiene articles, dessert"
4596,2015-04-08,"hamburger meat, whole milk"
4596,2015-06-05,"sausage, bottled water"
4597,2014-04-15,"ice cream, long life bakery product"
4597,2014-07-17,"finished products, whipped/sour cream"
4597,2015-07-13,"frankfurter, seasonal products"
4598,2014-09-05,"citrus fruit, pot plants"
4598,2014-11-05,"root vegetables, yogurt, pickled vegetables"
4598,2014-12-14,"beverages, curd"
4598,2015-03-18,"curd, brown bread"
4598,2015-11-18,"cream cheese , whole milk, root vegetables, frankfurter, other vegetables, dish cleaner, mustard, hygiene articles"
4599,2014-03-21,"frankfurter, other vegetables"
4599,2014-04-23,"pastry, chocolate"
4600,2014-11-22,"margarine, berries"
4600,2015-02-12,"root vegetables, baking powder"
4600,2015-07-14,"beef, salty snack, whole milk, domestic eggs, fruit/vegetable juice, whipped/sour cream, cat food"
4601,2014-01-05,"pot plants, yogurt, cream cheese "
4601,2014-02-10,"other vegetables, specialty chocolate"
4601,2014-03-27,"sausage, root vegetables"
4601,2014-11-12,"long life bakery product, ketchup"
4601,2015-01-04,"pip fruit, salty snack"
4601,2015-07-22,"pork, rolls/buns"
4601,2015-12-15,"cat food, other vegetables"
4602,2015-08-26,"beef, frozen vegetables, coffee"
4603,2014-02-12,"brown bread, cat food"
4603,2014-06-18,"bathroom cleaner, popcorn"
4603,2014-11-17,"whole milk, newspapers, hygiene articles"
4603,2015-01-21,"pork, root vegetables, shopping bags"
4604,2014-12-19,"specialty chocolate, soda"
4604,2015-12-09,"other vegetables, margarine"
4605,2015-05-28,"pork, butter"
4605,2015-08-13,"bottled water, yogurt"
4605,2015-10-23,"frankfurter, margarine"
4606,2014-05-30,"long life bakery product, candy"
4606,2014-11-07,"fruit/vegetable juice, salt"
4606,2015-03-13,"canned beer, rolls/buns, whole milk, grapes"
4606,2015-03-30,"pastry, bottled beer, fruit/vegetable juice"
4606,2015-05-15,"whole milk, dishes"
4607,2014-06-09,"pastry, specialty bar"
4607,2015-11-17,"white wine, soda"
4607,2015-12-15,"ice cream, margarine, sliced cheese, pastry"
4608,2014-07-20,"cream cheese , whole milk, candy"
4608,2015-01-05,"whole milk, hamburger meat, canned beer, fruit/vegetable juice"
4608,2015-04-27,"frankfurter, ketchup"
4608,2015-11-25,"fruit/vegetable juice, frozen vegetables, chocolate"
4609,2014-05-01,"beef, spices"
4609,2015-11-07,"whole milk, herbs"
4610,2014-11-18,"sliced cheese, candy"
4610,2015-01-22,"yogurt, dessert"
4610,2015-04-19,"pip fruit, hamburger meat, brown bread, cream cheese , curd"
4610,2015-07-19,"pip fruit, newspapers, chocolate"
4611,2015-03-08,"other vegetables, cooking chocolate"
4611,2015-08-27,"cereals, whole milk, bottled water"
4612,2014-09-08,"butter, bottled beer"
4612,2015-04-30,"sausage, other vegetables"
4613,2014-07-17,"fruit/vegetable juice, domestic eggs"
4613,2014-10-04,"long life bakery product, butter, rolls/buns, newspapers"
4613,2014-11-02,"packaged fruit/vegetables, pet care"
4613,2015-05-17,"pork, brown bread, fruit/vegetable juice, shopping bags"
4614,2014-12-01,"sausage, newspapers"
4614,2014-12-25,"salty snack, sugar"
4614,2015-02-23,"root vegetables, rolls/buns"
4614,2015-06-07,"pip fruit, butter"
4614,2015-10-24,"vinegar, whole milk"
4615,2014-03-30,"grapes, yogurt, frozen potato products"
4615,2014-10-29,"whole milk, canned fish"
4616,2014-01-31,"pastry, Instant food products"
4616,2014-07-29,"whole milk, ice cream"
4616,2014-10-16,"root vegetables, hard cheese, pastry"
4616,2015-01-01,"canned beer, hamburger meat"
4616,2015-02-14,"other vegetables, condensed milk"
4616,2015-08-16,"canned beer, semi-finished bread"
4617,2014-11-03,"newspapers, coffee, soft cheese"
4617,2014-11-18,"yogurt, bottled water, berries"
4617,2014-11-24,"whole milk, brandy, brown bread"
4618,2014-01-11,"brown bread, other vegetables"
4618,2014-02-28,"newspapers, fruit/vegetable juice, specialty chocolate"
4618,2014-07-09,"cocoa drinks, sliced cheese"
4618,2014-11-18,"other vegetables, pickled vegetables"
4618,2015-12-16,"frankfurter, sliced cheese, butter"
4619,2015-05-27,"tropical fruit, UHT-milk, whole milk"
4619,2015-06-16,"chicken, ice cream"
4620,2014-03-16,"root vegetables, shopping bags"
4620,2014-06-23,"berries, bottled beer"
4620,2015-03-11,"sausage, whole milk, other vegetables, semi-finished bread, yogurt"
4621,2014-03-28,"chicken, salt"
4622,2014-05-18,"brown bread, whipped/sour cream"
4622,2014-05-30,"citrus fruit, bottled water"
4622,2014-06-12,"chicken, cream cheese "
4622,2014-09-11,"sliced cheese, shopping bags"
4623,2014-01-09,"newspapers, white bread"
4623,2014-06-25,"bottled water, frozen vegetables"
4623,2014-07-05,"rolls/buns, salty snack"
4623,2014-10-15,"salty snack, shopping bags"
4623,2014-11-19,"cat food, shopping bags"
4623,2014-12-18,"brandy, whole milk"
4623,2015-07-08,"sugar, whipped/sour cream"
4624,2014-04-22,"frozen vegetables, yogurt, pot plants"
4624,2014-06-06,"soda, vinegar, napkins"
4624,2014-06-12,"tropical fruit, soda, margarine, napkins"
4624,2014-08-13,"coffee, softener"
4624,2014-08-21,"fruit/vegetable juice, other vegetables"
4624,2015-05-18,"pip fruit, whipped/sour cream"
4624,2015-11-27,"frankfurter, pork, sliced cheese, candy, pastry, shopping bags"
4625,2014-01-03,"white bread, whipped/sour cream"
4625,2015-04-07,"sausage, pasta, bottled water"
4626,2014-03-23,"canned beer, potato products"
4626,2014-07-02,"root vegetables, pastry"
4626,2015-12-24,"meat, rolls/buns, root vegetables"
4627,2014-02-22,"soft cheese, specialty chocolate"
4627,2015-12-18,"canned beer, curd"
4628,2014-02-11,"zwieback, specialty chocolate"
4628,2014-05-01,"whole milk, napkins"
4628,2014-07-02,"bottled water, coffee, curd"
4628,2014-11-28,"butter, butter milk"
4628,2014-12-15,"ham, UHT-milk"
4628,2015-11-29,"salty snack, citrus fruit, yogurt, berries"
4628,2015-12-10,"fish, soda, bottled beer"
4629,2014-09-24,"whipped/sour cream, shopping bags"
4629,2014-11-23,"sugar, pickled vegetables, fruit/vegetable juice, yogurt"
4629,2015-02-24,"canned vegetables, whole milk"
4629,2015-11-16,"citrus fruit, candy"
4630,2014-06-29,"grapes, canned fish"
4631,2014-02-25,"pip fruit, soda"
4632,2014-02-03,"turkey, rolls/buns"
4632,2014-09-18,"root vegetables, soda"
4632,2015-03-09,"onions, whole milk"
4632,2015-09-30,"frankfurter, canned beer"
4632,2015-10-04,"pork, soda"
4633,2014-02-13,"onions, specialty chocolate"
4633,2015-04-14,"bottled water, ham, brown bread, yogurt"
4633,2015-04-26,"tropical fruit, citrus fruit, bottled water, rolls/buns, soda, pickled vegetables"
4633,2015-08-17,"chicken, white bread"
4634,2014-05-10,"citrus fruit, oil, specialty chocolate"
4634,2015-02-26,"pip fruit, hard cheese"
4634,2015-05-15,"ham, pork, soda"
4635,2014-02-02,"baking powder, root vegetables"
4635,2014-05-08,"whole milk, bottled water"
4635,2014-10-17,"yogurt, margarine"
4635,2015-10-16,"butter, sugar"
4636,2014-03-26,"citrus fruit, whole milk, pastry, other vegetables"
4636,2014-07-28,"soda, salt"
4636,2015-01-05,"yogurt, sauces, specialty chocolate"
4636,2015-04-10,"frankfurter, ham, tropical fruit, misc. beverages, photo/film, specialty chocolate, frozen fish"
4637,2014-04-07,"pastry, napkins"
4637,2014-08-28,"herbs, rolls/buns"
4637,2014-12-06,"chicken, butter milk"
4637,2014-12-08,"bottled water, meat spreads"
4637,2015-05-14,"whole milk, pastry, liquor"
4638,2014-02-19,"root vegetables, salty snack"
4638,2014-08-11,"root vegetables, shopping bags"
4638,2014-10-11,"whipped/sour cream, photo/film"
4638,2014-11-03,"nuts/prunes, margarine"
4639,2014-11-22,"butter milk, hygiene articles"
4640,2014-11-03,"rolls/buns, bottled water"
4640,2015-01-31,"domestic eggs, waffles, coffee, shopping bags"
4640,2015-09-25,"root vegetables, pip fruit"
4641,2014-03-16,"root vegetables, specialty chocolate"
4641,2014-05-11,"bottled water, whole milk"
4641,2014-09-05,"waffles, cereals"
4641,2015-07-06,"meat, pip fruit"
4641,2015-11-29,"ham, other vegetables"
4642,2014-12-17,"newspapers, domestic eggs"
4642,2015-12-03,"rolls/buns, shopping bags"
4643,2014-03-09,"other vegetables, bottled water"
4643,2015-01-25,"whole milk, cookware, brown bread, bottled beer"
4643,2015-03-12,"other vegetables, coffee"
4643,2015-08-08,"tidbits, dessert, cat food"
4643,2015-08-10,"ice cream, photo/film, flour"
4643,2015-12-02,"sausage, UHT-milk"
4644,2015-07-02,"misc. beverages, other vegetables, brown bread"
4644,2015-08-25,"dog food, hygiene articles, Instant food products"
4645,2014-02-05,"oil, waffles"
4645,2014-06-02,"chewing gum, butter"
4645,2014-11-10,"yogurt, baking powder"
4645,2014-12-04,"white bread, soda"
4645,2014-12-13,"other vegetables, brown bread"
4645,2015-07-25,"domestic eggs, whole milk, fruit/vegetable juice"
4645,2015-12-06,"tropical fruit, hamburger meat, bottled beer, yogurt"
4645,2015-12-29,"organic sausage, soda, rolls/buns"
4646,2014-01-16,"whole milk, shopping bags"
4646,2014-03-30,"whole milk, dishes"
4646,2014-12-11,"candy, specialty fat"
4646,2014-12-28,"UHT-milk, other vegetables"
4646,2015-06-14,"frankfurter, hamburger meat"
4646,2015-07-31,"other vegetables, bottled water"
4647,2015-01-30,"meat, fruit/vegetable juice"
4647,2015-02-17,"soda, hard cheese"
4648,2014-10-03,"onions, flour, whipped/sour cream"
4648,2015-08-03,"brown bread, bottled water"
4648,2015-09-14,"ham, instant coffee"
4648,2015-10-08,"whole milk, yogurt"
4649,2014-01-06,"other vegetables, soda"
4649,2014-09-05,"canned beer, shopping bags"
4649,2014-09-10,"chewing gum, cream cheese , waffles"
4649,2014-09-19,"canned beer, fruit/vegetable juice"
4649,2014-10-05,"rolls/buns, root vegetables"
4650,2014-05-28,"pastry, roll products "
4650,2014-07-12,"rolls/buns, shopping bags"
4650,2014-08-17,rolls/buns
4650,2014-10-07,"whole milk, UHT-milk"
4650,2014-12-14,"curd, soda, shopping bags"
4651,2014-01-10,"rolls/buns, sugar"
4651,2014-09-27,"white wine, whole milk"
4651,2015-06-21,"photo/film, citrus fruit, chewing gum"
4652,2014-05-20,"baking powder, bottled water"
4652,2014-08-26,"yogurt, frozen fish, chocolate, butter"
4652,2014-09-11,"hamburger meat, other vegetables, hygiene articles, popcorn"
4652,2015-04-08,"butter milk, zwieback, pot plants"
4653,2014-09-05,"fruit/vegetable juice, rolls/buns"
4653,2014-11-09,"ice cream, yogurt"
4654,2014-05-06,"rolls/buns, frozen vegetables"
4654,2014-08-03,"root vegetables, shopping bags"
4654,2014-09-14,"grapes, whipped/sour cream, soda"
4655,2014-11-14,"beef, oil"
4655,2015-03-21,"meat, citrus fruit, pip fruit, other vegetables"
4655,2015-03-31,whole milk
4655,2015-08-02,"other vegetables, rolls/buns"
4656,2014-03-02,"hamburger meat, other vegetables, frozen dessert, oil"
4656,2014-05-24,"rolls/buns, other vegetables"
4656,2014-06-19,"condensed milk, cat food"
4656,2014-07-05,"liquor, vinegar"
4656,2014-10-18,"curd, soda"
4656,2015-01-27,"white wine, cat food"
4656,2015-10-14,"frankfurter, grapes"
4656,2015-11-01,"onions, coffee"
4656,2015-12-25,"photo/film, root vegetables, newspapers"
4657,2014-04-03,"chocolate, margarine, bottled water, soda"
4657,2014-09-21,"processed cheese, rolls/buns, oil, flour"
4657,2014-12-27,"bottled beer, red/blush wine"
4657,2015-01-14,"sausage, yogurt"
4657,2015-08-15,"pork, bottled beer, beef, other vegetables, chocolate, snack products, frozen vegetables"
4658,2014-01-26,canned beer
4658,2014-07-26,"other vegetables, pip fruit, frozen vegetables"
4658,2015-07-14,"sausage, pastry, dish cleaner"
4659,2014-01-22,"white wine, root vegetables"
4659,2014-04-22,"grapes, whole milk"
4659,2014-10-05,"frozen dessert, soda"
4659,2014-12-26,"sliced cheese, pasta"
4660,2014-01-23,"pork, specialty chocolate"
4660,2014-10-16,"soda, yogurt"
4660,2015-07-10,"frozen vegetables, dishes, root vegetables, pastry"
4661,2014-02-15,"cream cheese , soda"
4661,2014-05-30,"whipped/sour cream, candy"
4661,2014-06-09,"whole milk, butter"
4661,2014-08-16,"hamburger meat, other vegetables"
4661,2015-03-01,"condensed milk, rolls/buns, organic products"
4661,2015-04-18,"chicken, flower (seeds), onions, rolls/buns"
4661,2015-05-10,"other vegetables, salty snack"
4662,2014-05-20,"frozen meals, bottled water"
4662,2015-06-27,"canned beer, pip fruit, rolls/buns, brown bread, soft cheese, shopping bags"
4662,2015-08-25,"rolls/buns, sugar"
4662,2015-10-19,"pastry, other vegetables, butter milk"
4662,2015-11-17,rolls/buns
4663,2014-02-24,"fruit/vegetable juice, flower (seeds)"
4663,2014-03-13,"coffee, domestic eggs"
4663,2014-04-18,"canned beer, whole milk"
4664,2014-01-03,"beef, rolls/buns"
4664,2014-09-02,"citrus fruit, bottled water"
4664,2015-05-26,"rolls/buns, root vegetables, frozen vegetables, waffles"
4665,2014-01-12,"soda, rolls/buns"
4665,2014-11-05,"shopping bags, cake bar"
4665,2014-12-03,"whole milk, cat food"
4665,2015-02-26,"sausage, whole milk"
4666,2014-02-01,"frozen vegetables, dessert"
4666,2014-09-27,"yogurt, other vegetables, fruit/vegetable juice"
4666,2014-11-26,"bottled beer, bottled water"
4666,2015-02-24,"ham, instant coffee, margarine, beef, long life bakery product, whole milk, house keeping products, semi-finished bread"
4666,2015-10-19,"whipped/sour cream, butter milk, shopping bags"
4666,2015-12-02,"root vegetables, whole milk"
4667,2014-03-05,"canned beer, white wine, chocolate"
4667,2014-08-31,"soda, waffles"
4667,2014-09-04,"rolls/buns, fruit/vegetable juice"
4667,2015-01-12,"root vegetables, other vegetables"
4667,2015-02-23,"sausage, rolls/buns"
4667,2015-05-07,"beef, other vegetables"
4667,2015-07-19,"frankfurter, condensed milk"
4667,2015-08-25,"rolls/buns, cream cheese "
4668,2014-05-04,"chicken, waffles"
4668,2014-11-25,"long life bakery product, newspapers"
4668,2015-02-01,"other vegetables, frozen vegetables"
4669,2014-03-14,"whole milk, kitchen towels"
4669,2014-04-13,"tropical fruit, pastry"
4669,2014-08-05,"specialty chocolate, domestic eggs"
4669,2015-05-27,"whole milk, other vegetables"
4669,2015-06-25,"whole milk, whipped/sour cream"
4670,2014-01-28,"mustard, whole milk"
4670,2015-08-31,"whole milk, root vegetables, newspapers"
4670,2015-10-11,"sausage, whole milk"
4671,2014-01-20,"sausage, flower (seeds)"
4671,2014-07-14,"curd, whipped/sour cream"
4671,2014-07-16,"other vegetables, whole milk"
4671,2014-08-13,"soda, canned fish"
4671,2014-10-22,"house keeping products, domestic eggs"
4671,2015-05-30,"hamburger meat, newspapers"
4671,2015-07-15,"frankfurter, instant coffee, root vegetables, coffee, sugar, rolls/buns"
4671,2015-08-01,"sausage, whole milk, rolls/buns"
4672,2014-11-21,"cream cheese , chocolate"
4672,2015-02-13,"whole milk, other vegetables"
4672,2015-11-05,"frankfurter, UHT-milk, fruit/vegetable juice"
4673,2014-06-23,"curd, specialty chocolate, flour"
4673,2014-08-20,"whole milk, specialty chocolate"
4673,2014-12-10,"bottled water, processed cheese"
4674,2014-02-18,"seasonal products, other vegetables"
4674,2014-05-15,"dishes, salty snack"
4674,2014-05-31,"bottled water, whole milk"
4675,2014-07-09,"coffee, specialty fat"
4675,2015-01-16,"yogurt, rolls/buns"
4675,2015-09-14,"coffee, citrus fruit, other vegetables, fruit/vegetable juice"
4675,2015-10-31,"pip fruit, pastry"
4676,2014-02-21,"margarine, rolls/buns"
4676,2014-11-13,"domestic eggs, other vegetables"
4676,2015-01-15,"sausage, frankfurter, whole milk, other vegetables, hygiene articles, shopping bags"
4677,2015-01-24,"butter, whole milk"
4677,2015-04-09,"detergent, rolls/buns"
4677,2015-10-15,"frankfurter, rolls/buns, salt"
4678,2014-03-13,"citrus fruit, soap"
4678,2015-03-31,"bottled beer, pip fruit, condensed milk, pot plants, cling film/bags, soda, shopping bags"
4678,2015-12-17,"meat, whole milk, shopping bags"
4679,2014-01-23,"beef, potato products"
4679,2014-02-02,"beef, shopping bags"
4679,2014-03-08,"pip fruit, pudding powder"
4679,2014-06-13,"salty snack, white wine"
4679,2014-09-18,"whipped/sour cream, detergent"
4679,2015-05-16,"pork, frankfurter, other vegetables, potato products"
4679,2015-11-10,"chicken, waffles, pip fruit, tropical fruit, pastry, bottled water, shopping bags"
4680,2014-01-23,"white wine, chocolate marshmallow"
4680,2014-04-06,"grapes, waffles, soda"
4680,2015-08-22,"root vegetables, yogurt"
4680,2015-08-27,"bottled beer, pip fruit"
4681,2014-01-13,bottled water
4681,2014-10-31,"shopping bags, napkins"
4681,2015-02-28,"cookware, sausage, soda, spices"
4681,2015-09-11,"citrus fruit, whole milk, white bread, cat food, brown bread, bottled beer"
4682,2014-04-21,"citrus fruit, toilet cleaner"
4682,2015-03-19,"coffee, root vegetables"
4682,2015-05-17,"sausage, other vegetables"
4683,2014-03-02,"cling film/bags, domestic eggs"
4683,2014-05-09,"chicken, specialty chocolate"
4683,2014-06-30,"oil, flour"
4683,2014-07-09,"pot plants, coffee, rolls/buns, hard cheese"
4683,2014-09-17,"specialty bar, specialty chocolate"
4683,2014-09-26,"curd cheese, UHT-milk"
